global_step,avg_reward
1099,15.676259627040622
1199,16.05169480873244
1299,16.055393835833836
1399,15.978760894427115
1499,15.12226064474529
1599,15.20232236850404
1699,16.358715206328824
1799,15.100532168490492
1899,15.619307739802563
1999,15.277001908878963
2099,15.154558897133688
2199,15.04140587782137
2299,15.099954268992953
2399,16.138699706005042
2499,15.845477333310468
2599,15.327786002849841
2699,15.21505634560409
2799,16.253946848788363
2899,15.799626906023207
2999,15.599295976015958
3099,15.521190384337217
3199,15.421877007926252
3299,15.499896488017546
3399,14.95394882177617
3499,15.659509247386131
3599,15.221433121494867
3699,15.145003796495098
3799,15.339475290927556
3899,14.774679251664892
3999,16.048857888707307
4099,15.71343384087289
4199,15.263102748167602
4299,16.70505121359491
4399,15.497414454537926
4499,15.825613099976984
4599,15.654509523259053
4699,16.056077950725832
4799,15.782343180188652
4899,15.277100834343432
4999,16.033384956265593
5099,15.204976360145215
5199,15.583428638771899
5299,15.904792536765092
5399,15.841025637503876
5499,15.898550288052565
5599,15.858758018626807
5699,15.274310724899511
5799,15.415215970341524
5899,15.450039089645689
5999,15.002022014617275
6099,15.398936383703482
6199,15.618845561989874
6299,15.215374949294961
6399,15.177734606154305
6499,15.447233190033028
6599,16.747472614125094
6699,15.656683509457242
6799,15.930419175834738
6899,14.71944804600039
6999,15.275320212577535
7099,15.506187166357288
7199,15.694447739120996
7299,15.799429499428586
7399,15.63806450807469
7499,16.018939497555913
7599,15.533435546715054
7699,16.53748866754669
7799,15.384523425808256
7899,15.995483751664546
7999,15.777960902180112
8099,15.652751773205772
8199,15.32348338810063
8299,16.537426336641406
8399,15.781277863430118
8499,15.236817263327387
8599,15.974413555386976
8699,15.04455194155994
8799,15.527466935817989
8899,15.494440440818575
8999,16.44059606783815
9099,16.21104649622278
9199,14.978016956119085
9299,15.468448595346354
9399,15.147234269151436
9499,15.602128465709084
9599,16.331079119896074
9699,15.305760084781227
9799,15.252951157935943
9899,15.296968509824875
9999,15.986890238637702
10099,16.225562679098577
10199,15.803129741797179
10299,15.55780530629493
10399,16.218465977948487
10499,15.740207667540778
10599,15.939782017703475
10699,15.495654633024918
10799,16.64484373175234
10899,15.66321628745555
10999,16.256831473566958
11099,16.42785614896071
11199,15.555375373878233
11299,15.860502515659238
11399,16.79586882994967
11499,16.06103330586992
11599,15.032835228685974
11699,16.05316591378478
11799,16.423225518981507
11899,15.81210873101261
11999,16.28557938617065
