global_step,avg_reward
1099,0.4054525048464442
1199,1.3198112437506382
1299,1.4201010101010103
1399,0.7287980818283853
1499,0.3253688399142945
1599,0.2993204775022958
1699,0.3516345270890727
1799,0.3684154678094073
1899,0.46011427405366817
1999,0.7157647178859304
2099,0.6955514743393532
2199,0.8437802265074995
2299,0.6851821242730337
2399,0.738886848280788
2499,0.8130456075910624
2599,0.6616722783389448
2699,0.8282899704111826
2799,1.126141210080604
2899,1.090849913274156
2999,0.9152362003877156
3099,1.5453494541373332
3199,2.3264554637281902
3299,2.8388817467605336
3399,3.1750841750841756
3499,3.4478838893990407
3599,3.2838047138047135
3699,3.386576879910214
3799,3.9250902969084787
3899,4.1675808590960095
3999,4.238785838179778
4099,4.474553616977859
4199,4.5155729007244165
4299,4.715046423834304
4399,4.94747678808285
4499,4.983707784919907
4599,4.989553106825839
4699,4.993011937557393
4799,4.994427099275581
4899,4.890944801550863
4999,4.710648913376188
5099,4.628292011019283
5199,4.6197500255076
5299,4.622145699418427
5399,4.61951331496786
5499,4.520490766248343
5599,4.575889194980103
5699,4.6300632588511395
5799,4.616245281093767
5899,4.852884399551068
5999,4.831807978777676
6099,4.646446280991737
6199,4.521185593306807
6299,4.401420263238443
6399,4.319953066013671
6499,4.3117569635751485
6599,4.182764003673094
6699,4.193736353433324
6799,4.077520661157025
6899,4.02595143352719
6999,4.0477288031833485
7099,3.8332598714416886
7199,3.872565044383225
7299,3.8600632588511377
7399,3.8530200999897954
7499,3.608234873992451
7599,3.424481175390267
7699,3.0231088664421977
7799,2.9904713804713787
7899,3.1104836241199876
7999,2.8777390062238566
8099,2.6464962758902146
8199,2.557701254973982
8299,2.9546464646464643
8399,3.6580940720334634
8499,4.21544230180594
8599,4.638426691153963
8699,4.883617998163452
8799,4.995734108764417
8899,5.419106213651666
8999,5.311424344454647
9099,4.53371492704826
9199,3.7056932966023863
9299,3.5334016937047243
9399,4.199602081420263
9499,4.630465258647075
9599,4.934852566064688
9699,5.179734720946843
9799,5.1304509743903655
9899,5.056635037241097
9999,4.885446383022139
10099,4.784041424344455
10199,4.8026885011733516
10299,4.822701765126009
10399,4.6493306805428025
10499,4.539175594327107
10599,4.608922558922557
10699,4.7186368737883875
10799,4.775149474543415
10899,4.74889194980104
10999,4.75275788184879
11099,4.546609529639833
11199,4.374431180491786
11299,4.2611549841852865
11399,4.0040036730945845
11499,3.9389715335169875
11599,3.7240179573512915
11699,3.7073135394347485
11799,3.5472380369350067
11899,3.390892766044282
11999,3.1999428629731663
