global_step,avg_reward
1099,11.165959939230225
1199,11.111659959146284
1299,11.044662151868993
1399,11.170649636992602
1499,11.50237684709687
1599,12.097074985061429
1699,12.287715411066634
1799,12.993502409162236
1899,13.679648610451359
1999,14.090301710688593
2099,14.043589293164711
2199,14.462199713811424
2299,14.56015970153025
2399,14.823914353717425
2499,14.86090864525359
2599,14.8382554938863
2699,14.933172646307618
2799,14.966315094276721
2899,14.916192319017414
2999,15.086648276941178
3099,15.115934721337808
3199,15.072190810510593
3299,15.038711655888143
3399,15.013920717340033
3499,15.035725869635126
3599,15.254543375748788
3699,15.054838360681883
3799,15.134423979454432
3899,15.095874476505143
3999,15.061108542325025
4099,15.034836725655913
4199,15.109838558502686
4299,15.093040225200514
4399,14.976734878638567
4499,14.914230306725848
4599,14.969068458597025
4699,14.929716451494485
4799,14.948948345155946
4899,14.925491630198458
4999,14.928740949068873
5099,14.950529948493415
5199,15.134433779811298
5299,15.08424555653146
5399,15.006001440689547
5499,15.088801196937377
5599,15.087373735286464
5699,15.050522659634561
5799,15.098119023171499
5899,15.143816335756236
5999,15.143879108082617
6099,15.176266177594876
6199,15.324840992644008
6299,15.271847892475423
6399,15.291450524445624
6499,15.33864380049685
6599,15.358209740020472
6699,15.53086226140404
6799,15.535820870661805
6899,15.657926916127117
6999,15.65533729497671
7099,15.800863756356662
7199,15.696673019471081
7299,15.611092164727452
7399,15.847959840135879
7499,15.695072518597494
7599,15.757271912799183
7699,15.823184583340758
7799,15.893984624380874
7899,15.731151544427735
7999,15.703611338440485
8099,15.731729319673391
8199,15.79737531271124
8299,15.748639837069003
8399,15.758666153315849
8499,15.753199406079741
8599,15.796238144787075
8699,15.786745445368886
8799,15.734791248024042
8899,15.765843086369552
8999,15.722519930371933
9099,15.793817513698018
9199,15.784706358320468
9299,15.7709417617927
9399,15.783819572586003
9499,15.879191437970048
9599,15.87136455159683
9699,15.77379322004343
9799,15.834401861511756
9899,15.807593309900854
9999,15.79182924736694
10099,15.850755688015543
10199,15.803603566253798
10299,15.747753516603554
10399,15.878547052799936
10499,15.78019898053868
10599,15.768654131161165
10699,15.818960610741307
10799,15.841968768890327
10899,15.862389825381497
10999,15.919717059651516
11099,15.815900629713353
11199,15.901747936604679
11299,15.87852532166462
11399,15.892978234617383
11499,15.844409291081769
11599,15.638723631757852
11699,15.893382267491544
11799,15.806178464268262
11899,15.849926600574474
11999,15.718074218484581
